timestamp,attack_type,src_ip,dst_ip,dst_port,protocol,info
1752553161.101556,BruteForce,173.194.167.7,192.168.1.42,57447,,Attempts: 200
1752553161.129136,BruteForce,173.194.167.7,192.168.1.42,57447,,Attempts: 200
1752553161.161483,BruteForce,173.194.167.7,192.168.1.42,57447,,Attempts: 200
1752553162.938334,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553167.182631,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553167.205457,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553172.423768,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553172.429037,BruteForce,192.168.1.42,173.194.167.38,443,,Attempts: 200
1752553172.43066,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553177.857944,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553177.865905,BruteForce,173.194.167.38,192.168.1.42,65219,,Attempts: 200
1752553221.122531,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.15344,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.175066,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.195553,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.215516,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.236615,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553221.256042,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553225.318999,BruteForce,192.168.1.42,173.194.167.7,443,,Attempts: 200
1752553225.372244,BruteForce,173.194.167.7,192.168.1.42,49826,,Attempts: 200
1752553225.404374,BruteForce,173.194.167.7,192.168.1.42,49826,,Attempts: 200
1752553225.440545,BruteForce,173.194.167.7,192.168.1.42,49826,,Attempts: 200
1752553227.419117,BruteForce,173.194.167.7,192.168.1.42,49826,,Attempts: 200
1752553227.446946,BruteForce,173.194.167.7,192.168.1.42,49826,,Attempts: 200
1752553229.348175,BruteForce,142.250.176.14,192.168.1.42,56608,,Attempts: 200
1752553230.408795,BruteForce,192.168.1.42,142.250.176.14,443,,Attempts: 200
1752553230.714506,BruteForce,173.194.8.102,192.168.1.42,59588,,Attempts: 200
1752553230.748722,BruteForce,173.194.8.102,192.168.1.42,59588,,Attempts: 200
1752553230.775747,BruteForce,173.194.8.102,192.168.1.42,59588,,Attempts: 200
1752553230.79674,BruteForce,173.194.8.102,192.168.1.42,59588,,Attempts: 200
1752553234.902429,BruteForce,192.168.1.42,74.125.157.8,443,,Attempts: 200
1752553234.911761,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553234.929108,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553234.944165,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553234.96434,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553234.976354,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553242.62355,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553242.638297,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553242.650187,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553242.663641,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553248.719614,BruteForce,192.168.1.42,74.125.157.8,443,,Attempts: 200
1752553248.722308,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553248.735218,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553248.745756,BruteForce,74.125.157.8,192.168.1.42,61401,,Attempts: 200
1752553290.410017,BruteForce,142.250.176.14,192.168.1.42,56608,,Attempts: 200
1752553290.531874,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.571389,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.608347,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.647646,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.684991,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.723885,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.750543,BruteForce,173.194.8.232,192.168.1.42,56085,,Attempts: 200
1752553290.7561,BruteForce,192.168.1.42,173.194.8.232,443,,Attempts: 200
1752553291.608129,BruteForce,192.168.1.42,142.250.176.14,443,,Attempts: 200
1752553291.970109,BruteForce,173.194.8.198,192.168.1.42,51538,,Attempts: 200
1752553292.014687,BruteForce,173.194.8.198,192.168.1.42,51538,,Attempts: 200
1752553295.592408,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.627185,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.661546,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.705587,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.737586,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.771904,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553295.804948,BruteForce,192.168.1.42,173.194.12.166,443,,Attempts: 200
1752553297.639996,BruteForce,173.194.8.198,192.168.1.42,51538,,Attempts: 200
1752553300.84729,BruteForce,173.194.8.198,192.168.1.42,51538,,Attempts: 200
1752553302.235193,BruteForce,142.250.176.14,192.168.1.42,56608,,Attempts: 200
1752553302.495685,BruteForce,74.125.157.106,192.168.1.42,58671,,Attempts: 200
1752553302.522928,BruteForce,74.125.157.106,192.168.1.42,58671,,Attempts: 200
1752553302.547033,BruteForce,74.125.157.106,192.168.1.42,58671,,Attempts: 200
1752553302.569037,BruteForce,74.125.157.106,192.168.1.42,58671,,Attempts: 200
1752553305.834347,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553305.859409,BruteForce,173.194.12.166,192.168.1.42,63454,,Attempts: 200
1752553326.502641,BruteForce,192.168.1.42,142.250.176.14,443,,Attempts: 200
1752553328.357386,BruteForce,142.250.176.14,192.168.1.42,56608,,Attempts: 200
1752553328.430494,BruteForce,172.217.14.86,192.168.1.42,60373,,Attempts: 200
1752553328.511677,BruteForce,172.217.14.86,192.168.1.42,60373,,Attempts: 200
1752553328.962778,BruteForce,173.194.8.200,192.168.1.42,50949,,Attempts: 200
1752553328.995369,BruteForce,173.194.8.200,192.168.1.42,50949,,Attempts: 200
1752553329.024547,BruteForce,173.194.8.200,192.168.1.42,50949,,Attempts: 200
1752553333.284262,BruteForce,173.194.8.72,192.168.1.42,65392,,Attempts: 200
1752553333.312734,BruteForce,173.194.8.72,192.168.1.42,65392,,Attempts: 200
1752553333.339005,BruteForce,173.194.8.72,192.168.1.42,65392,,Attempts: 200
1752553335.340338,BruteForce,173.194.8.72,192.168.1.42,65392,,Attempts: 200
1752553335.365061,BruteForce,173.194.8.72,192.168.1.42,65392,,Attempts: 200
1752553366.214568,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553366.247774,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553366.273542,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553366.29612,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553366.316907,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553366.338807,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553368.493818,BruteForce,173.194.8.200,192.168.1.42,64902,,Attempts: 200
1752553371.460464,BruteForce,74.125.103.74,192.168.1.42,61564,,Attempts: 200
1752553371.515381,BruteForce,74.125.103.74,192.168.1.42,61564,,Attempts: 200
1752553371.564446,BruteForce,74.125.103.74,192.168.1.42,61564,,Attempts: 200
1752553371.596537,BruteForce,74.125.103.74,192.168.1.42,61564,,Attempts: 200
1752553371.631425,BruteForce,74.125.103.74,192.168.1.42,61564,,Attempts: 200
1752553372.666739,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553372.681599,BruteForce,192.168.1.42,74.125.103.167,443,,Attempts: 200
1752553372.689501,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553372.704564,BruteForce,74.125.103.167,192.168.1.42,51955,,Attempts: 200
1752553374.622252,BruteForce,142.250.188.238,192.168.1.42,58528,,Attempts: 200
1752553375.020355,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553375.05563,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553375.080864,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553375.107413,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553375.137235,BruteForce,192.168.1.42,142.250.188.238,443,,Attempts: 200
1752553375.1395,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553375.181342,BruteForce,173.194.8.230,192.168.1.42,58609,,Attempts: 200
1752553376.525271,BruteForce,173.194.167.134,192.168.1.42,49965,,Attempts: 200
1752553376.582331,BruteForce,173.194.167.134,192.168.1.42,49965,,Attempts: 200
1752553396.536284,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.566629,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.592645,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.618254,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.639627,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.664115,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553396.697076,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553397.642849,BruteForce,142.250.188.238,192.168.1.42,58528,,Attempts: 200
1752553398.244427,BruteForce,173.194.166.40,192.168.1.42,53301,,Attempts: 200
1752553398.278167,BruteForce,173.194.166.40,192.168.1.42,53301,,Attempts: 200
1752553398.326536,BruteForce,173.194.166.40,192.168.1.42,53301,,Attempts: 200
1752553398.367425,BruteForce,173.194.166.40,192.168.1.42,53301,,Attempts: 200
1752553402.457778,BruteForce,192.168.1.42,74.125.170.71,443,,Attempts: 200
1752553402.46918,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553402.488247,BruteForce,74.125.170.71,192.168.1.42,54412,,Attempts: 200
1752553406.405339,BruteForce,192.168.1.42,142.250.188.238,443,,Attempts: 200
1752553427.925924,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553427.964407,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553427.995236,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553428.022718,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553428.827705,BruteForce,142.250.188.238,192.168.1.42,58528,,Attempts: 200
1752553429.270406,BruteForce,173.194.12.137,192.168.1.42,49753,,Attempts: 200
1752553429.307355,BruteForce,173.194.12.137,192.168.1.42,49753,,Attempts: 200
1752553429.346377,BruteForce,173.194.12.137,192.168.1.42,49753,,Attempts: 200
1752553429.384909,BruteForce,173.194.12.137,192.168.1.42,49753,,Attempts: 200
1752553429.413665,BruteForce,173.194.12.137,192.168.1.42,49753,,Attempts: 200
1752553430.253852,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553430.277551,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553435.574605,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553435.575204,BruteForce,192.168.1.42,74.125.157.73,443,,Attempts: 200
1752553435.595499,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553435.615924,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553435.631954,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553444.07996,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553444.097045,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553444.113794,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553444.130548,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553451.156948,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553451.173374,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553451.180311,BruteForce,192.168.1.42,74.125.157.73,443,,Attempts: 200
1752553451.187969,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553454.72786,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553454.740421,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553456.857279,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553461.101399,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553461.113292,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553464.294161,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553464.30799,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553471.731515,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553471.735069,BruteForce,192.168.1.42,74.125.157.73,443,,Attempts: 200
1752553471.740842,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553475.981434,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553475.990306,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553480.200901,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553480.209186,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553482.374715,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553482.402708,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553487.21464,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553490.886249,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553490.892717,BruteForce,192.168.1.42,74.125.157.73,443,,Attempts: 200
1752553490.897041,BruteForce,74.125.157.73,192.168.1.42,54800,,Attempts: 200
1752553567.594244,BruteForce,74.125.166.136,192.168.1.42,50687,,Attempts: 200
1752553567.630609,BruteForce,74.125.166.136,192.168.1.42,50687,,Attempts: 200
1752553567.652855,BruteForce,74.125.166.136,192.168.1.42,50687,,Attempts: 200
1752553567.674373,BruteForce,74.125.166.136,192.168.1.42,50687,,Attempts: 200
1752553569.79903,BruteForce,173.194.12.137,192.168.1.42,50552,,Attempts: 200
1752553569.855027,BruteForce,173.194.12.137,192.168.1.42,50552,,Attempts: 200
1752553573.980542,BruteForce,173.194.12.137,192.168.1.42,50552,,Attempts: 200
1752553574.008797,BruteForce,173.194.12.137,192.168.1.42,50552,,Attempts: 200
1752553598.748219,BruteForce,192.168.1.42,142.250.217.142,443,,Attempts: 200
1752553599.35858,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553599.67137,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.727815,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.76398,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.785662,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.822903,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.85082,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.875407,BruteForce,173.194.167.41,192.168.1.42,53877,,Attempts: 200
1752553599.887524,BruteForce,192.168.1.42,173.194.167.41,443,,Attempts: 200
1752553601.065122,BruteForce,173.194.167.137,192.168.1.42,55097,,Attempts: 200
1752553601.096065,BruteForce,173.194.167.137,192.168.1.42,55097,,Attempts: 200
1752553602.511106,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553602.540404,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553602.568302,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553602.586806,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553604.625066,BruteForce,173.194.8.232,192.168.1.42,54125,,Attempts: 200
1752553604.946703,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553605.973951,BruteForce,192.168.1.42,142.250.217.142,443,,Attempts: 200
1752553607.356049,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.385297,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.405962,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.44242,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.467791,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.490336,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.511533,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553607.522489,BruteForce,192.168.1.42,74.125.157.70,443,,Attempts: 200
1752553607.533184,BruteForce,74.125.157.70,192.168.1.42,56588,,Attempts: 200
1752553610.475041,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553610.48875,BruteForce,74.125.157.134,192.168.1.42,60093,,Attempts: 200
1752553625.611027,BruteForce,192.168.1.42,142.250.217.142,443,,Attempts: 200
1752553625.848917,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553626.031234,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553626.072238,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553626.099203,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553626.123755,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553626.142261,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553627.424562,BruteForce,74.125.103.103,192.168.1.42,54846,,Attempts: 200
1752553627.456056,BruteForce,74.125.103.103,192.168.1.42,54846,,Attempts: 200
1752553627.485371,BruteForce,74.125.103.103,192.168.1.42,54846,,Attempts: 200
1752553628.534782,BruteForce,142.250.188.246,192.168.1.42,58424,,Attempts: 200
1752553628.582208,BruteForce,142.250.188.246,192.168.1.42,58424,,Attempts: 200
1752553630.538463,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553630.561654,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553630.568018,BruteForce,192.168.1.42,74.125.157.137,443,,Attempts: 200
1752553630.572238,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553634.704746,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553634.71094,BruteForce,74.125.157.137,192.168.1.42,58281,,Attempts: 200
1752553654.768979,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553655.631456,BruteForce,173.194.8.40,192.168.1.42,50942,,Attempts: 200
1752553655.664725,BruteForce,173.194.8.40,192.168.1.42,50942,,Attempts: 200
1752553655.702282,BruteForce,173.194.8.40,192.168.1.42,50942,,Attempts: 200
1752553670.922231,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553670.947274,BruteForce,192.168.1.42,74.125.103.103,443,,Attempts: 200
1752553670.965972,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553670.996493,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553671.026043,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553671.075691,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553671.104125,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553675.434606,BruteForce,192.168.1.42,142.250.217.142,443,,Attempts: 200
1752553685.191263,BruteForce,173.194.167.74,192.168.1.42,64964,,Attempts: 200
1752553685.224171,BruteForce,173.194.167.74,192.168.1.42,64964,,Attempts: 200
1752553687.383718,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553687.408814,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553687.432037,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553687.450505,BruteForce,74.125.103.103,192.168.1.42,54629,,Attempts: 200
1752553690.58344,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553690.780212,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553690.833732,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553690.881919,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553691.21442,BruteForce,142.250.188.225,192.168.1.42,61331,,Attempts: 200
1752553692.228127,BruteForce,173.194.12.135,192.168.1.42,50850,,Attempts: 200
1752553696.351391,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553696.382708,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553700.59329,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553700.623216,BruteForce,192.168.1.42,173.194.8.105,443,,Attempts: 200
1752553700.627658,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553705.866798,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553710.155342,BruteForce,173.194.8.105,192.168.1.42,50847,,Attempts: 200
1752553732.962515,BruteForce,192.168.1.42,142.250.217.142,443,,Attempts: 200
1752553733.224109,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553733.254035,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553733.28457,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553733.309756,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553733.33047,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553733.352228,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553734.272887,BruteForce,142.250.217.142,192.168.1.42,61182,,Attempts: 200
1752553735.195444,BruteForce,173.194.166.234,192.168.1.42,56024,,Attempts: 200
1752553737.226528,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553737.235561,BruteForce,192.168.1.42,173.194.12.41,443,,Attempts: 200
1752553737.260558,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553737.328982,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553740.416045,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553740.433864,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553740.456318,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553740.47235,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553747.846685,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553747.865591,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553747.877634,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553747.877997,BruteForce,192.168.1.42,173.194.12.41,443,,Attempts: 200
1752553747.891475,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553751.991758,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553752.003774,BruteForce,173.194.12.41,192.168.1.42,50627,,Attempts: 200
1752553937.378297,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553937.431181,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553937.463981,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553937.499916,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553938.653958,BruteForce,173.194.8.232,192.168.1.42,55751,,Attempts: 200
1752553938.695325,BruteForce,173.194.8.232,192.168.1.42,55751,,Attempts: 200
1752553938.739597,BruteForce,173.194.8.232,192.168.1.42,55751,,Attempts: 200
1752553942.901643,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553942.933035,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553942.960189,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553942.960434,BruteForce,192.168.1.42,74.125.170.9,443,,Attempts: 200
1752553946.099561,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553950.338199,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553955.351641,BruteForce,74.125.170.9,192.168.1.42,53001,,Attempts: 200
1752553959.271426,BruteForce,142.250.72.174,192.168.1.42,54762,,Attempts: 200
1752553992.358843,BruteForce,192.168.1.42,142.250.72.174,443,,Attempts: 200
1752553994.010158,BruteForce,142.250.72.174,192.168.1.42,54762,,Attempts: 200
1752553995.320151,BruteForce,173.194.167.136,192.168.1.42,50035,,Attempts: 200
1752553995.358004,BruteForce,173.194.167.136,192.168.1.42,50035,,Attempts: 200
1752553995.383627,BruteForce,173.194.167.136,192.168.1.42,50035,,Attempts: 200
1752553995.407924,BruteForce,173.194.167.136,192.168.1.42,50035,,Attempts: 200
1752553996.678886,BruteForce,173.194.167.136,192.168.1.42,50035,,Attempts: 200
1752553998.061872,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752553998.105357,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752553998.134795,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752553998.160097,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752553998.189586,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752554000.384492,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752554000.408996,BruteForce,173.194.8.234,192.168.1.42,57236,,Attempts: 200
1752554000.40927,BruteForce,192.168.1.42,173.194.8.234,443,,Attempts: 200
1752554002.1241,BruteForce,142.251.40.54,192.168.1.42,51130,,Attempts: 200
1752554002.17056,BruteForce,142.250.72.174,192.168.1.42,54762,,Attempts: 200
1752554002.47149,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554002.512726,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554002.530265,BruteForce,192.168.1.42,142.250.72.174,443,,Attempts: 200
1752554003.928945,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554003.952621,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554003.973358,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554004.080124,Exfiltration,192.168.1.42,,,,Total bytes sent: 10000050.0
1752554004.285024,BruteForce,74.125.157.161,192.168.1.42,62693,,Attempts: 200
1752554004.336279,BruteForce,74.125.157.161,192.168.1.42,62693,,Attempts: 200
1752554004.373891,BruteForce,74.125.157.161,192.168.1.42,62693,,Attempts: 200
1752554006.34804,BruteForce,142.251.40.54,192.168.1.42,51130,,Attempts: 200
1752554006.402092,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554006.416125,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554006.416325,BruteForce,192.168.1.42,173.194.8.135,443,,Attempts: 200
1752554006.446469,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554006.45738,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554006.465956,BruteForce,173.194.8.135,192.168.1.42,61779,,Attempts: 200
1752554007.32428,BruteForce,142.250.72.174,192.168.1.42,54762,,Attempts: 200
1752554233.166557,BruteForce,192.168.1.42,172.64.155.209,443,,Attempts: 200
